,Ratings,sentiment,Reviews_fin
1994,5,1,best
1995,5,1,"camera, defective, worked, appear, new, phone"
1996,5,1,"give, review, phone, awesome"
1997,5,1,good
1998,5,1,
2000,5,1,"excellent, phone, worth, buying, thanks, amazon, giving, huge, discount"
2002,5,1,"great, performance, compared, using, two, year"
2003,5,1,"picture, good"
2004,5,1,"connector, missing, accessory, original"
2006,5,1,"camera, quality, goodbattery, backup, mark"
2007,5,1,"improve, battery"
2008,5,1,"product, working, expected, already, application, hanging"
2009,5,1,"best, worldsimply, awesome"
2010,5,1,"good, product"
2011,5,1,"amazon, give, genuine, product, im, happy, product, dont, want, discus, already, know, worth"
2015,4,1,"nice, working, perfectly"
2016,5,1,"nice, product"
2018,5,1,"dont, think"
2019,5,1,excellent
2020,5,1,"thanx, best, deal, iphone"
2021,5,1,"product, properly, good"
2022,5,1,"receive, lightning, usb, cable, earphone, good"
2023,5,1,"camera, quality, amazing, battery, life, average"
2024,5,1,"excellent, phone"
2025,5,1,"iphone, best, phone, good, feature, enjoying, feature"
2026,4,1,"day, phone, working, show, apple, logo"
2027,5,1,cancellation
2028,5,1,"battery, issue, one, year"
2030,5,1,awesome
2031,5,1,awesome
2032,5,1,"apple, product, awesome"
2034,5,1,good
2036,4,1,good
2038,5,1,"useless, phone, iphone, worst, phone"
2040,5,1,"good, set"
2043,5,1,"good, shipping, delayed"
2044,5,1,"issue, battery, life"
2045,4,1,"every, thing, good, go"
2046,5,1,good
2047,5,1,"battery, life, poor, became, hot, within, hr"
2048,5,1,"amazing, product"
2049,4,1,good
2051,4,1,"plz, improve, camera"
2052,5,1,"good, nice, quality, superb, battery, life"
2055,4,1,"best, ph, ever, fully, satisfied, ph, n, service, aswell"
2056,5,1,"apple, apple"
2057,5,1,"amazing, amazon, thanks, product"
2058,5,1,"battery, life, worst, simple, android, device"
2059,4,1,"didnt, receive, earphone, lightening, connector, box"
2060,5,1,"thank, soo, much"
2062,5,1,good
2063,5,1,best
2064,5,1,excellent
2066,5,1,"battery, back, good"
2067,5,1,"heating, problembattery, backup, le"
2069,5,1,"good, product"
2071,5,1,
2073,4,1,"nice, product"
2074,5,1,good
2075,5,1,nice
2076,5,1,"good, phone"
2079,5,1,"doubt, full"
2080,5,1,"headphone, jack, missing"
2081,5,1,nice
2082,4,1,"great, phone"
2083,5,1,"iphone, enough, said"
2084,5,1,"camera, expected"
2085,5,1,"overall, good, phone"
2087,5,1,awesome
2088,5,1,"battery, life, great, within, month, battery, life"
2090,5,1,"lightening, mm, jack, connector, found, box"
2091,5,1,"worst, battery"
2092,5,1,good
2093,5,1,"really, happy, phone"
2095,5,1,"nice, phone"
2096,5,1,good
2097,5,1,"good, product, delivered, per, promise"
2098,4,1,"nicebut, kindly, change, ur, debit, card, machine, accessing, time, trouble"
2099,5,1,"bad, seems, duplicate, quality"
2100,5,1,"good, mobile, poor, battery"
2104,5,1,"wonderful, phone, last, apple"
2105,5,1,"nice, phone"
2106,5,1,good
2107,5,1,good
2108,4,1,"kindly, please, mail, original, bill, throw, mailsatyammishragmailcomthank"
2110,4,1,good
2111,4,1,"super, fast, delivery, product, trustable, worth, buying, original, working, properly"
2112,5,1,"ok, good, condition"
2114,5,1,"genuine, product, excellent, customer, service, amazo"
2116,5,1,"good, product"
2117,5,1,"awesome, mobile, happy, buying, dis, mobile, amazon, nice, good, service, amazon"
2118,4,1,"screen, small"
2119,5,1,"nice, product"
2120,4,1,"good, product"
2121,5,1,"nice, product, battery, life, could, better"
2123,4,1,good
2124,5,1,"good, choice"
2127,5,1,nice
2128,4,1,"want, replace, phone"
2129,5,1,"everything, fine, except, battery"
2130,5,1,"piece, tends, hang, quite, time, didnt, expect, apple"
2131,5,1,"awesome, product"
2132,5,1,nice
2133,5,1,na
2134,5,1,"one, best, phone, purchased, online"
2135,5,1,"superb, camera, qualitythank, amazon"
2136,5,1,good
2138,5,1,"amazing, price, k, get, gb, least"
2140,5,1,"bit, reluctant, order, worrying, abt, authenticity, perfect, product"
2141,5,1,good
2143,5,1,"amazing, phone, complaint, three, month, using, phone"
2145,4,1,"nice, product"
2146,4,1,"one, word, beast, awesome"
2147,5,1,good
2148,5,1,"apple, iphone, suprbhandy, size, looking, best"
2151,5,1,good
2152,5,1,"best, product, fast, delivery, amazon"
2153,5,1,"heating, problem"
2154,5,1,"need, check, voice, system, music, sound, proper, please, suggest"
2155,4,1,"competitive, pricing, good, service"
2157,5,1,"good, buy, considering, price, range, got"
2158,5,1,"nice, product, love"
2159,5,1,"excellent, phone"
2160,5,1,"good, battery, life, good"
2162,5,1,costly
2163,5,1,"req, invoice"
2164,5,1,love
2165,4,1,"till, well, functioning"
2166,5,1,good
2167,5,1,good
2170,5,1,"battery, backup, average"
2171,5,1,"money, matter"
2172,5,1,"good, product, like"
2174,4,1,"well, usable, phone"
2175,5,1,"iphone, solid, dependable, always"
2176,4,1,good
2177,4,1,"fast, delivery, good, product"
2178,5,1,excellent
2179,5,1,perfect
2180,5,1,"product, good, highly, priced"
2182,5,1,"awesome, phone"
2183,5,1,"bad, function"
2184,5,1,"nice, product, though, purchase, online"
2186,5,1,"battery, life, could, better"
2188,4,1,"value, money"
2189,5,1,"excellent, product"
2190,5,1,"much, satisfied, product"
2192,5,1,"best, product, ever"
2195,5,1,ok
2196,5,1,bad
2200,5,1,"got, item, damaged, condition"
2201,5,1,"thnk, original, iphone"
2202,5,1,"amazing, expected"
2203,5,1,"superb, condition, superb, phone"
2204,5,1,amazing
2206,5,1,"product, good, g, packing, product, low, quality"
2208,5,1,good
2210,5,1,good
2211,5,1,better
2213,5,1,"good, one"
2214,4,1,"battery, poor"
2215,4,1,best
2217,5,1,"rear, camera, contains, dust, like, particle, inside"
2218,5,1,"simply, superb"
2219,4,1,super
2220,5,1,"fast, processor, good, camera"
2222,4,1,"persnol, use"
2223,4,1,spectacular
2225,5,1,na
2226,5,1,"everything, fantastic, want"
2227,4,1,like
2228,5,1,"battery, life, worst"
2229,5,1,"dislike, product, home, button, loo"
2231,5,1,"awesome, phonr"
2232,5,1,"go, gb"
2234,4,1,"great, phone"
2235,4,1,"great, product, apple"
2236,5,1,loving
2237,5,1,awesome
2239,5,1,excellent
2240,5,1,"package, expected, arrive, time, harm, package, good"
2241,5,1,"superb, purchase, good"
2244,5,1,"didnt, receive, earphone, adapter, set"
2246,5,1,"nice, phone"
2248,5,1,nice
2249,4,1,good
2250,5,1,"time, delivery, trust, apple"
2251,4,1,"phone, nice, missing, headphone, jack, adapter"
2252,5,1,"excellent, phone, great, performanceget, exchange, scheme"
2253,5,1,"nice, phone"
2254,5,1,"awesomegenuine, product"
2255,5,1,"gud, phone, gud, prise"
2256,5,1,"delivery, late, home, bottom, comfort, overall, good"
2258,5,1,"product, good, change, good, exprince, purchase, amazon"
2259,4,1,"best, effort"
2260,5,1,"best, camerathere, issuesloved, itloved, itloved"
2261,4,1,wooooow
2262,5,1,powerful
2263,4,1,"iphone, iphone, smooth, glossy, fast, slim, smart"
2264,4,1,"best, phone, ever, seen"
2265,5,1,"maja, nahi, aaya"
2267,4,1,"perfect, gift"
2268,5,1,good
2271,5,1,"poor, battery, life"
2272,5,1,good
2273,5,1,superb
2274,5,1,nice
2276,4,1,"thnku, amazon, batrrey, life, poor"
2278,5,1,"head, phone, earphone, missing"
2279,5,1,"good, phone"
2280,5,1,"nice, phone"
2282,5,1,
2283,5,1,"great, stuff"
2284,4,1,nice
2285,5,1,"simply, awesome"
2286,5,1,"good, buy"
2287,5,1,"month, mobile, heating, problem"
2288,5,1,thank
2289,5,1,"awesome, product, apple"
2290,5,1,"wrong, product"
2292,5,1,amazing
2294,5,1,nice
2295,5,1,"everything, awesome"
2296,4,1,"good, product, prompt, delivary"
2298,4,1,"must, buy"
2300,5,1,"apple, rest, needed"
2301,5,1,wonderful
2303,4,1,nice
2304,5,1,"love, iphone, always, air"
2306,5,1,"center, button, problem, press, hole, button, flexibility"
2307,5,1,"missing, earpods, lightning, connector"
2308,5,1,iphone
2309,5,1,"good, experience, regard, amazon, delivery, service, received, genuine, product"
2310,5,1,good
2311,5,1,"quality, good, want, return, product"
2312,5,1,"battery, could, better"
2313,5,1,waste
2314,5,1,"everything, good, except, battery, backup"
2315,4,1,"excellent, product"
2316,5,1,"meet, expectation"
2318,4,1,like
2319,5,1,"love, phone"
2322,5,1,okay
2324,5,1,"genuine, product"
2325,5,1,"plus, much, better"
2326,5,1,"expected, date, delivery, aramax"
2327,5,1,"single, word, awesome"
2328,5,1,"le, battery, life"
2332,4,1,good
2334,4,1,httpswwwamazonindpblzksvrbrefcmcrrypprdttlsol
2335,5,1,"battery, notgood"
2336,4,1,"best, iphone, date, genuine, supplier"
2337,5,1,"nice, mobile, picture, sound, quality, owesome"
2338,4,1,"expecting, much"
2339,5,1,"overall, good, phone"
2340,5,1,"awesome, product"
2343,5,1,"product, good, working, fine, issue"
2344,5,1,"sim, slot, working"
2345,5,1,"apple, rock"
2346,5,1,"yeah, func, device"
2347,4,1,good
2348,5,1,"good, shopping, side, app"
2350,5,1,"day, adapter, working, dnt, knw, happen"
2352,5,1,"battery, good"
2356,5,1,good
2357,5,1,"love, product"
2358,5,1,"battery, life, poor"
2359,5,1,"apple, always, best"
2360,5,1,"everything, good, phone, delivered, day"
2361,5,1,"iphone, iphone, matchworth, money, spending"
2362,5,1,"good, quality, product"
2363,5,1,"best, phone"
2364,5,1,best
2366,5,1,"thats, one, flaw, iphone"
2367,5,1,"super, love"
2368,4,1,"good, phone, love"
2369,5,1,"excellent, device, short, battery, life"
2371,5,1,"fast, delivery, say, awsme"
2372,5,1,"time, delivery, good, product"
2373,5,1,"best, performer"
2374,5,1,"product, good, hopeless, arrogant, delivery, agent"
2375,5,1,nothing
2376,5,1,"good, product, battery, life, also, good, recommending, good, performance, overall"
2378,5,1,hlo
2380,5,1,"good, product, first, experience, iphone"
2382,5,1,go
2383,5,1,na
2385,5,1,great
2386,5,1,"change, price, daily, dont, modified, price"
2387,5,1,good
2388,5,1,deffective
2391,5,1,"phone, defective"
2392,5,1,"battery, back, good"
2393,5,1,good
2394,5,1,"superb, device"
2396,5,1,"awesome, product, nice, look, sexy, feature"
2397,5,1,yes
2398,5,1,satisfied
2399,5,1,"intially, creating, problemafter, updateing, workkng, fine"
2400,5,1,"hotspot, working, day, one"
2402,5,1,"everything, phone, like"
2403,5,1,"st, iphone, amazing"
2404,5,1,"nice, phone, better, simple, phone"
2405,5,1,"unhappy, product, working"
2406,5,1,"speaker, dead"
2408,5,1,"good, product, satisfied, purchase"
2409,4,1,"efficient, service, quality, product"
2411,5,1,
2412,5,1,used
2414,5,1,"fabulous, completely, satisfied"
2415,5,1,"noise, hearing, proper"
2416,5,1,"amazing, phone, battery, drain, earlier, expected"
2417,5,1,"lightning, mm, headphone, jack, adaptor"
2418,4,1,"good, genuine, producthappy, amazon"
2419,5,1,good
2420,5,1,"awesome, first, ever, apple, product, loving"
2421,5,1,good
2422,5,1,"overpriced, best, class"
2423,5,1,"delivery, take, lot, time, apart, product, gud"
2424,5,1,better
2426,5,1,sexy
2429,5,1,"phone, restarting"
2430,5,1,"received, phone, speaker, doesnt, work, look, like, defective, piece"
2431,5,1,"nice, product"
2434,5,1,"good, need, charge, twice, thrice, day"
2435,5,1,"wonderful, mobile"
2436,5,1,"ok, offer, discount"
2438,5,1,"awesome, still, good, cam"
2439,5,1,"battery, life"
2440,5,1,superb
2441,4,1,"fast, good, battery, life"
2442,5,1,good
2443,5,1,nice
2444,5,1,"amazing, iphone, chaho, apple"
2445,5,1,"apple, phone, delight, always, got, discount"
2447,5,1,"awesome, phone"
2448,5,1,"till, time, awesome, doubt, apple, mann"
2450,5,1,"best, product"
2451,4,1,"battery, problem"
2452,5,1,bad
2453,5,1,"speaker, problem"
2454,5,1,described
2455,4,1,"iphone, always, best"
2456,4,1,best
2457,5,1,worth
2458,5,1,"really, good, product, happy"
2459,5,1,"iphone, great"
2460,5,1,"good, product, handle, good, experience"
2462,5,1,excellent
2464,5,1,"nice, phone"
2465,5,1,"one, best, product, bought"
2466,5,1,"nice, phone"
2467,5,1,"hii, plz, provide, invoice, copy"
2468,5,1,loved
2469,5,1,"awesome, phone"
2471,5,1,"working, osam, loved, phone, giving, best, price"
2472,5,1,"product, good, fari, liking"
2474,5,1,good
2475,4,1,liked
2476,5,1,yas
2477,5,1,good
2478,5,1,"headphone, working"
2479,5,1,"dont, reecive, mm, jack, conectar"
2480,4,1,good
2482,5,1,"small, scratch, iphone, screen"
2483,4,1,"problem, need, help"
2484,5,1,"awesome, loving"
2486,5,1,"really, awesome"
2487,5,1,"box, lightning, conductor, nhi, aaya"
2488,5,1,"good, device, amazon, work, well, thank, u, amazon"
2489,5,1,zabbardast
2490,5,1,"good, product"
2491,4,1,"migrated, io, really, loved"
2492,5,1,owsm
2493,5,1,"nice, producy, well, delivered, time"
2496,5,1,ht
2499,4,1,"excellent, phone, complaint, time, delivery, amazon"
2500,5,1,nice
2501,5,1,"superb, phone"
2502,5,1,"friendly, use"
2503,4,1,"aweesime, quality, keep, dignity"
2505,4,1,nice
2506,4,1,"good, product"
2507,5,1,"actually, one, accessory, missing"
2508,5,1,"totally, awesome, thanks, amazon"
2510,5,1,"delivery, amazon, nice"
2512,5,1,suprb
2513,5,1,"excellent, phone, delivered, dot, promised"
2514,5,1,"happy, whole, experience"
2515,5,1,"st, apple, product, loving"
2516,4,1,"good, use"
2517,5,1,good
2518,5,1,"awsum, delivery, brand, new, mobile, great, experience"
2520,5,1,"good, product"
2522,4,1,amazing
2523,5,1,good
2526,5,1,nice
2527,5,1,awesome
2528,5,1,"good, one"
2529,5,1,"need, cheaper, value, get"
2530,5,1,"battery, poor"
2531,5,1,
2532,5,1,bad
2534,5,1,"satisfied, product, delivery"
2535,5,1,"great, product"
2536,5,1,"good, phone, worth, money"
2537,5,1,"battery, life, increased"
2538,5,1,"product, shown, delvd, different, espl, colour"
2539,5,1,"product, delivered, late, product, also, little, defect"
2540,4,1,"awesome, product"
2541,5,1,good
2543,5,1,"favourite, phone, model"
2544,5,1,"amazing, product, delivery, vey, fast"
2546,5,1,"lit, af"
2547,5,1,"battery, increase"
2549,5,1,good
2550,4,1,"received, apple, iphonebut, received, earphone"
2552,4,1,"mobile, awesomeno, problem"
2553,5,1,"everything, good"
2555,5,1,"good, phone"
2556,5,1,"got, original, phonethank, amazon"
2559,5,1,fantastick
2560,5,1,good
2561,5,1,"good, product"
2562,5,1,"excellent, service, genuine, product"
2563,5,1,"nice, phone"
2564,5,1,good
2565,5,1,"sound, quality, good"
2566,4,1,"fantastic, experience"
2567,5,1,"good, performance, nice, price"
2568,5,1,ok
2570,5,1,awesome
2571,5,1,"best, iphone, ever"
2572,5,1,"amazon, meet, expectation, great, deal, great, product"
2573,4,1,"good, one"
2574,5,1,"nice, product"
2575,5,1,"sim, tray, damaged"
2576,5,1,"overall, happy"
2577,5,1,"happy, productyou, buy"
2578,5,1,"seems, issue, camera"
2579,5,1,"poor, call, quality"
2580,5,1,
2583,5,1,good
2584,5,1,excellent
2587,5,1,"heating, like, heater"
2588,5,1,"nice, phone, every, thing, expected"
2589,4,1,"iphone, blood"
2590,5,1,bad
2591,5,1,good
2592,5,1,good
2594,5,1,"good, product, timely, delivered"
2595,5,1,"better, phone, iphone"
2597,5,1,"mark, little, manufacturing, fault"
2598,5,1,nice
2599,5,1,good
2600,5,1,excellent
2601,5,1,"battery, life"
2602,4,1,"good, product"
2603,5,1,expected
2604,5,1,"amazing, piece, fired"
2606,4,1,"overall, good"
2607,5,1,"nice, product, great, performance"
2608,4,1,great
2609,5,1,good
2610,5,1,"awesome, product, apple, best, delivery, service, amazon"
2611,5,1,cool
2612,4,1,"excellent, superb"
2613,5,1,"everything, liked"
2614,5,1,excellent
2615,5,1,yes
2616,5,1,"best, phone"
2619,4,1,good
2620,5,1,"nice, product"
2622,5,1,"old, manufacturered"
2623,5,1,"extremely, nice, phone"
2624,5,1,"jus, awesome"
2625,5,1,"okay, okay"
2626,5,1,"excellent, product"
2627,5,1,"awesomei, love"
2628,5,1,"amazing, phone"
2630,5,1,"great, deal"
2631,4,1,nice
2632,5,1,"good, working"
2633,4,1,"need, bill, copy"
2634,5,1,"excellent, ome"
2635,4,1,"battery, good, enough"
2637,5,1,"perfect, phone, anyone"
2638,5,1,"great, phone"
2640,5,1,good
2644,5,1,"good, product"
2645,5,1,"dream, mobile, phone"
2646,5,1,"loving, phone"
2648,5,1,"worst, delivery, amazon, product, good"
2649,5,1,"good, phone"
2650,5,1,great
2651,5,1,"yet, goodone"
2652,5,1,"great, product"
2654,4,1,"best, phone, without, doubtjust, love"
2655,5,1,"say, awesome, awesome"
2656,4,1,"love, iphone, thnx, amazon"
2657,4,1,"nice, phone, nice, service, amazon"
2659,5,1,good
2660,5,1,nice
2661,4,1,good
2662,5,1,good
2663,5,1,great
2664,5,1,"nice, phone"
2666,5,1,awesome
2667,5,1,"simply, superb"
2668,5,1,"got, iphone, se, instead, iphone"
2669,5,1,awesome
2670,5,1,"happy, phonethank"
2671,5,1,"nice, fast, delivery"
2672,5,1,"feel, great, hand, phone, awesome"
2673,5,1,"good, one"
2676,5,1,"best, phone"
2678,5,1,"excellent, phone"
2679,5,1,"iphone, slightly, bent"
2680,4,1,"great, phone, price, worthy, thank, amazon"
2681,5,1,grt
2682,5,1,"best, one"
2683,5,1,good
2684,5,1,"value, money"
2685,5,1,lol
2687,5,1,"good, product"
2688,5,1,"nice, product"
2690,4,1,nice
2691,5,1,best
2694,4,1,"good, buy, fast, delivery"
2695,5,1,"charger, problem"
2696,5,1,"heat, fast, camera, defected, touch, bad"
2697,5,1,"best, phone, ever"
2698,5,1,"nice, product"
2699,4,1,amazing
2700,5,1,nice
2702,5,1,"best, phone, ever"
2704,5,1,god
2705,5,1,"one, best"
2706,5,1,"awesome, gadget"
2707,4,1,"great, phone"
2708,4,1,"good, product, good, price"
2709,4,1,"product, packaging, seal, open"
