,Customer_name,Reviewed_date,Ratings,Reviews,Review_title
1061,Amazon Customer,1 March 2019,5.0 out of 5 stars,  Defective ear phones ... I don’t think they are original,
1062,Amazon Customer,2 March 2021,5.0 out of 5 stars,  Value for money paid.,
1063,Deepak,2 June 2019,5.0 out of 5 stars,  😍,
1064,Amazon Customer,18 November 2020,5.0 out of 5 stars,  Everything ok thanks for Amazon,
1065,raghu,2 June 2020,1.0 out of 5 stars,  Bit expensive compared to its features,
1066,AG,27 November 2020,5.0 out of 5 stars,  Battery is very small  low performance dull apple vaalo bhosdivaalo,
1067,Amazon Customer,25 July 2017,5.0 out of 5 stars,  Don't know why but voice breaking during call..😞😟,
1068,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  As it shows!,
1069,jaywant,29 October 2018,1.0 out of 5 stars,"  Your browser does not support HTML5 video.


   Good product & slim sat",
1070,Shashank sing mehta,17 August 2017,5.0 out of 5 stars,  Genuine Product from Apple Inc,
1071,Harsh,23 July 2019,5.0 out of 5 stars,  Awesome phone 👍😍 but No battery Backup.,
1072,Anil kumar Budida,21 December 2020,4.0 out of 5 stars,  It’s a nice product always Apple was Apple.,
1073,Vaishnavi,6 January 2021,5.0 out of 5 stars,  Product is average.,
1074,gaurav,20 November 2020,2.0 out of 5 stars,  Superb...as expected 👍,
1075,Sudhanshu Shirsh,2 July 2021,1.0 out of 5 stars,  Classic,
1076,Faheem,17 January 2020,3.0 out of 5 stars,  Mobile is good but the iOS 11.0.++ is a disaster. Mobile has become damn slow and hanging more frequently. Never expected such responses from IPhone.,
1077,Joann,29 October 2018,5.0 out of 5 stars,  In one word very bad after that I can’t said anything.,
1078,Amazon Customer,7 April 2021,5.0 out of 5 stars,  iPhone is very good and Amazon service is also very good. Thanks Amazon,
1079,Gireesha k,4 September 2020,1.0 out of 5 stars,"  Awesome phone at this budget, with good camera, moderate battery life & excellent software",
1080,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Best phone ever. Royal feel in use,
1081,jaywant,29 October 2018,1.0 out of 5 stars,  Very poor all the things in my phone,
1082,Amazon Customer,18 July 2020,4.0 out of 5 stars,  One of the best buys till date ..no complaints whatsoever,
1083,WINSTRONE AUTOMATION,31 December 2019,4.0 out of 5 stars,  Not bad,
1084,Mahender jakhar,12 January 2021,4.0 out of 5 stars,  Awesome Craftsmanship,
1085,ajay appu,12 February 2021,1.0 out of 5 stars,  Nice,
1086,Manoranjan samal,17 February 2021,1.0 out of 5 stars,  Mobile is good in range nice experience with i phone 7,
1087,vipin,5 December 2020,5.0 out of 5 stars,  Excellent phone,
1088,Neelam Sachan,14 June 2019,5.0 out of 5 stars,"  U really need review, isn't logo enough for you. :D",
1089,Sushma,2 October 2020,1.0 out of 5 stars,  wonderful and a superb example of uniqueness,
1090,Anil kumar,21 March 2021,5.0 out of 5 stars,  Very nice phone,
1091,aashis,16 December 2020,1.0 out of 5 stars,  Its a very cool device and handy product heart fully satisfied by it not any disappointment but it doesn’t contain the 3.5mm head phn cable,
1092,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Phone camera is awesome but poor battery backup.,
1093,jaywant,29 October 2018,1.0 out of 5 stars,  Good product,
1094,Rajeev yadav,25 March 2021,3.0 out of 5 stars,  Great product,
1095,Krishna Singh,14 October 2018,5.0 out of 5 stars,  Awesome mobile & awesome features,
1096,Kannavi G.,18 November 2017,5.0 out of 5 stars,  A value for money phone. I am very satisfied with it,
1097,mohit,23 July 2019,1.0 out of 5 stars,  perfect as expected,
1098,PK,1 September 2019,5.0 out of 5 stars,  Awesome Product 👍I love it 🤩Thank u so much Amazon,
1099,RAVI SHANKAR SINGH,13 July 2020,5.0 out of 5 stars,  Lightning to 3.5 mm Headphone Jack Adapter is missing in the box. Please provide provide the missing accessory.,
1100,COL JK BANYAL,12 January 2021,5.0 out of 5 stars,  Good condition and very low priceFinally I got one year old IPhone. It’s fentastic,
1101,Praveen,23 February 2021,4.0 out of 5 stars,  Good phone for now rest I'll update after some use,
1102,Amazon Customer,4 December 2020,5.0 out of 5 stars,  2gb RAM of this cannot be compared with 8 and 6 go RAM of Samsung or oneplus....,
1103,Nawaz,31 October 2019,4.0 out of 5 stars,  Battery is not working properly.And sometimes it will automatically changes to silent mode,
1104,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Good product,
1105,jaywant,29 October 2018,1.0 out of 5 stars,  It’s like an refurbished phone hang problem,
1106,Madhav M. Padhye,4 December 2018,4.0 out of 5 stars,  Worth to buy!!,
1107, app,5 April 2021,1.0 out of 5 stars,"  Apple at it's best, and amazon supporting it ! Loved the product",
1108,RAKESH RAUSHAN,1 April 2021,1.0 out of 5 stars,  Good,
1109,Rohit Yashwant mane,17 April 2021,5.0 out of 5 stars,  It was delivered as expected and on time.,
1110,Juan,10 July 2020,5.0 out of 5 stars,  Product is excellent IIIBut the there was a scheme on payment by HDFC debit card payment. I feel cheated on the that front.That's it.No more expectations from Amezon !!!,
1111,Amazon Customer,26 January 2021,5.0 out of 5 stars,"  hats off to Apple, everything is just flawless in iPhone 7.. very happy after buying from Amazon",
1112,Akhil T Sujath,21 October 2018,5.0 out of 5 stars,  Good quality product.,
1113,VIKAS KUSHWAHA,1 June 2018,5.0 out of 5 stars,  Good,
1114,Amazon Customer,10 May 2019,5.0 out of 5 stars,"  Fake product u r sending to us,wasting time of us,useless product...",
1115,Amazon Customer,21 February 2021,5.0 out of 5 stars,  Worst experience.... It is not returnable product.,
1116,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Nice Mobile,
1117,jaywant,29 October 2018,1.0 out of 5 stars,  As usual the best,
1118,anish Abraham,6 May 2019,5.0 out of 5 stars,"  best iphone ever, thankuu amazon",
1119,Ankit,5 May 2021,1.0 out of 5 stars,  product is good but life is poor after one month,
1120,N Krishna Reddy,15 November 2020,1.0 out of 5 stars,  Good,
1121,Suraj,10 May 2021,1.0 out of 5 stars,  Nice phone...First Apple purchase...Apart from battery back up everything is good....,
1122,Sandip Parit,28 January 2021,4.0 out of 5 stars,  Awesome phone and delivery was also good.....,
1123,Amazon Customer,9 March 2021,2.0 out of 5 stars,  Battery life is not good but still this phone is for iphone lovers....❤️,
1124,Mahesh,7 August 2017,4.0 out of 5 stars,  Still this phone is awesomeYeah its iphone,
1125,Amazon Customer,22 January 2021,4.0 out of 5 stars,  Nothing can beat Apple iPhone,
1126,Rose,26 September 2017,5.0 out of 5 stars,"  Battery draining very fast, touch quality is not as expected...",
1127,Raj Kumar,7 November 2020,5.0 out of 5 stars,"  This is awsm .. Literally the is no defect in any part. In fact i would suggest for a ""Class"", the best phone ever.. Thank You for accepting me as ""Amazon wale"" ;)",
1128,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Not a good quality processor is very slow,
1129,jaywant,29 October 2018,1.0 out of 5 stars,  superb phone very easily workout from any application but one thing shoulb to be change that in ios system not all android application is work....,
1130,Jeet chaudhary,4 February 2021,5.0 out of 5 stars,  Great product,
1131,sameer,15 January 2021,3.0 out of 5 stars,  second hand product delivered. Battery percentage 98% . Unboxed.,
1132,Amazon Customer,12 January 2018,5.0 out of 5 stars,  Amazing  phone!!! everything of phone is so authentic!!!!,
1133,Ajeet kumar singh,30 June 2021,2.0 out of 5 stars,  My front camera is not working please solve this problem,
1134,Srikant Sharma,7 March 2021,3.0 out of 5 stars,  not happy with the quality of product and Amazon service is absolutely pathetic.. Dont Trust the Amazon customer care .. worst in the world..,
1135,Abhishek gowdr,5 March 2020,2.0 out of 5 stars,  Best! i got it for 38999k and was little bit worry because of that low cost! but i got a genuine product form the seller! best service came on time! nice,
1136,Subrat kumar mishra,26 January 2021,4.0 out of 5 stars,  Don’t buy products on amazonI received iphone 7 defective piece and now they are not responding to me,
1137,Abhilash,6 November 2018,5.0 out of 5 stars,  Battery depleted to 95% of its capacity just in 15 days,
1138,bharath yadav,5 March 2020,4.0 out of 5 stars,  awesome,
1139,Abhigyan Tyagi,14 June 2018,5.0 out of 5 stars,  Bought iphone 7 and it stopped working in 3 months.... Avoid this seller.,
1140,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Better product to low price and using expirnce is good,
1141,jaywant,29 October 2018,1.0 out of 5 stars,  Value for money,
1142,Sushim dave,21 October 2018,5.0 out of 5 stars,  Battery life very low,
1143,prashanth,14 February 2021,5.0 out of 5 stars,  Very nice phone. Good working performance. Value for money,
1144,Hariharan,27 April 2021,4.0 out of 5 stars,  Cheated on price... I booked a no cost EMI but now I am charged interest and taxes of the no cost emi.,
1145,Jagadish,8 June 2021,2.0 out of 5 stars,  Nice,
1146,Saurin Patel,29 March 2018,5.0 out of 5 stars,  Good product they delivered it on time,
1147,omkareswara,12 August 2019,4.0 out of 5 stars,  As it is apple everything is fine except battery life,
1148,Irshad Khan,14 March 2021,1.0 out of 5 stars,  Latest software update failures problem faced,
1149,Pravin G. Khuspure ,8 September 2019,5.0 out of 5 stars,  Got it at very resonable price.. just loving it,
1150,Bhavani karmode,2 January 2021,1.0 out of 5 stars,  APPLE IS GREAT GOOD PRODUCTI GET 1HR DELIVERY ALSO FROM AMAZON,
1151,good try,16 January 2019,4.0 out of 5 stars,  Don’t buy iphone 7 go with se2020 much faster processor,
1152,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  I still feel these are better than the iphone x,
1153,jaywant,29 October 2018,1.0 out of 5 stars,  Battery is draining very fast my maximum battery capacity is reduced to 97 after one month usage,
1154,Rama krishna,5 June 2020,1.0 out of 5 stars,  Battery backup is poor.Camera quality is excellent,
1155,Pardeep Dhankhar,31 May 2020,5.0 out of 5 stars,  Over all phone is good but battery life is so bad just 4-5 hrs,
1156,daljeet singh,4 December 2020,5.0 out of 5 stars,  Good Phone,
1157,Akash,28 December 2020,5.0 out of 5 stars,  Finally I bought iPhone. 7 simply superb. Most comfortable and flexible to hold. Configuration wise we all know about apple product quality is good.Go for it.thanks Amazon for good delivery.,
1158,anupam srivastava,6 February 2021,5.0 out of 5 stars,  Good product  gud packing gud delivery I m happy with this order,
1159,Abhishek,10 October 2018,4.0 out of 5 stars,  No doubt is a vert good product. Ram management is impressive. Camera quality is the selling point. Overall I am satisfied.,
1160,Amazon Customer,30 October 2020,1.0 out of 5 stars,  The phone is not working from yesterday. How could a phone like iPhone can be non working position without completing a year alao,
1161,Amazon Customer,20 April 2019,5.0 out of 5 stars,"  Cool, very good performance. Battery not good",
1162,Shiva Kumar,19 August 2019,5.0 out of 5 stars,  Worst phone. Bad battery life,
1163,Sayyed Ehtesham,4 March 2020,5.0 out of 5 stars,  Superb,
1164,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  This apple 7 headphone jake missing and feke head phones,
1165,jaywant,29 October 2018,1.0 out of 5 stars,  Good,
1166,Amazon Customer,13 July 2020,5.0 out of 5 stars,  After 6 month my phone is still in as good as a new iphone,
1167,ashok,10 July 2019,5.0 out of 5 stars,  IPhone is Iphone just need good battery backup.,
1168,shankar,8 October 2019,5.0 out of 5 stars,  I have been using iPhone from way back from iPhone 4 and I am satisfied what it offers me interns of quality,
1169,Hardik,15 March 2019,1.0 out of 5 stars,  Delivered before time and perfectly fine .. no issues ...,
1170,Kartik VS,16 August 2017,5.0 out of 5 stars,"  Awesome phone , amazon always promises a good electronic product .",
1171,VBazon Customer,8 January 2020,5.0 out of 5 stars,  Good,
1172,KUMARASAMY M A,28 October 2020,5.0 out of 5 stars,  Not bad,
1173,Vikas Antil,20 October 2018,5.0 out of 5 stars,  Awesome phone,
1174,Amazon Customer,20 October 2020,5.0 out of 5 stars,"  Very Superior Phone,Its a must for anyone whos investing in Camera and wants a high quality phone",
1175,DC UK,14 September 2019,5.0 out of 5 stars,  No Complaints.,
1176,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  Good product,
1177,jaywant,29 October 2018,1.0 out of 5 stars,  Excellent ♥️,
1178,Vinayak Pulekar,18 January 2019,5.0 out of 5 stars,  Awesome product but battery life slightly disappointed. Camera quality superior. Overall value for money.,
1179,Rinie ,2 February 2018,5.0 out of 5 stars,  If you possible to change/return the product.Thanks,
1180,N Rangaraj,8 March 2020,4.0 out of 5 stars,  Issue with microphone,
1181,Shinjan Chakraborty,2 April 2019,3.0 out of 5 stars,  I love it 🥰,
1182,Mahendar choudhary,30 January 2021,5.0 out of 5 stars,  Good product to make costumer happy,
1183,Amazon Customer,18 June 2021,1.0 out of 5 stars,  Symbol damaged,
1184,Amazon Customer,2 May 2021,5.0 out of 5 stars,  I received bad product.screen of my mobile got broke before delivery.,
1185,Rakesh Libang Subba,7 June 2020,5.0 out of 5 stars,  Good,
1186,Sanjay Kumar,7 April 2018,5.0 out of 5 stars,"  After 3 monts update is, its still awesome",
1187,shobhit,25 March 2019,5.0 out of 5 stars,  A fake product. Had to return it.,
1188,Bharath Kumar,7 March 2019,5.0 out of 5 stars,  I want bill of this,
1189,jaywant,29 October 2018,1.0 out of 5 stars,  don't find earphones in the box when iopen the box,
1190,Dhruvwadhwa,7 December 2020,4.0 out of 5 stars,  Nice phone with good packing new pieceCame with ios 10 updated to ios 11 its awsome !!!! Nice deal with iphone !!! I am thinking to order one more but the cost is incresed !!!!,
1191,Tarun shekhar,27 December 2018,5.0 out of 5 stars,  i m not satisfied with online  after few days dissplay issue and no body resolve the issue,
1192,PANKAJ,7 February 2021,4.0 out of 5 stars,  Excellent,
1193,mohit shrivastava,30 July 2017,3.0 out of 5 stars,  Satisfied,
1194,Faizan,25 July 2018,4.0 out of 5 stars,  Doesn’t need reviews to iphone it is already best still it is awesome phone I used ever and amazon also very good delivery by amazon.,
